radar_id,interval_start_time,altitude_band,number_of_measurements,avg_u_speed,avg_v_speed,avg_bird_density
KTYX,2010-10-03 03:40:00+00,1,14,-3.76378,-5.87028,10.87161
KTYX,2010-10-03 03:40:00+00,2,14,0,0,0
KCBW,2010-10-03 04:00:00+00,1,14,-8.34388,-3.22573,2.87093
KCBW,2010-10-03 04:00:00+00,2,14,0,0,0
KBOX,2010-10-03 04:20:00+00,1,14,0.45435,-4.42952,6.45795
KBOX,2010-10-03 04:20:00+00,2,14,0,0,0
KCXX,2010-10-03 04:20:00+00,1,14,-4.52943,-7.35891,8.34334
KCXX,2010-10-03 04:20:00+00,2,14,0,0,0
KENX,2010-10-03 04:20:00+00,1,14,-3.93103,-5.80726,37.19654
KENX,2010-10-03 04:20:00+00,2,14,0,0,0
KGYX,2010-10-03 04:20:00+00,1,14,-2.95665,0.91139,42.57659
KGYX,2010-10-03 04:20:00+00,2,14,0,0,0
KOKX,2010-10-03 04:20:00+00,1,14,-6.70624,-4.14075,33.05662
KOKX,2010-10-03 04:20:00+00,2,14,0,0,0
KBGM,2010-10-03 04:40:00+00,1,14,-5.09646,-7.24520,94.26429
KBGM,2010-10-03 04:40:00+00,2,14,0,0,0
KBUF,2010-10-03 04:40:00+00,1,14,0,0,0
KBUF,2010-10-03 04:40:00+00,2,14,0,0,0
KCCX,2010-10-03 04:40:00+00,1,14,-6.33839,-2.93091,14.02731
KCCX,2010-10-03 04:40:00+00,2,14,0,0,0
KDIX,2010-10-03 04:40:00+00,1,14,-6.55514,-6.71166,50.18976
KDIX,2010-10-03 04:40:00+00,2,14,0,0,0
KDOX,2010-10-03 04:40:00+00,1,14,-4.75765,-8.03274,9.06533
KDOX,2010-10-03 04:40:00+00,2,14,0,0,0
KLWX,2010-10-03 04:40:00+00,1,14,-6.84289,-9.55356,91.56604
KLWX,2010-10-03 04:40:00+00,2,14,0,0,0
KTYX,2010-10-03 04:40:00+00,1,14,-4.67657,-7.85806,11.56139
KTYX,2010-10-03 04:40:00+00,2,14,0,0,0
KCBW,2010-10-03 05:00:00+00,1,14,-7.70744,-5.45849,7.25837
KCBW,2010-10-03 05:00:00+00,2,14,0,0,0
KGYX,2010-10-03 05:00:00+00,1,14,-3.25219,-1.37416,52.74103
KGYX,2010-10-03 05:00:00+00,2,14,0,0,0
KBOX,2010-10-03 05:20:00+00,1,14,0.73057,-3.73054,1.46076
KBOX,2010-10-03 05:20:00+00,2,14,0,0,0
KCXX,2010-10-03 05:20:00+00,1,14,-5.57100,-6.80734,9.18955
KCXX,2010-10-03 05:20:00+00,2,14,0,0,0
KENX,2010-10-03 05:20:00+00,1,14,-3.46127,-5.91121,21.50202
KENX,2010-10-03 05:20:00+00,2,14,0,0,0
KOKX,2010-10-03 05:20:00+00,1,14,-6.44555,-3.30201,13.44292
KOKX,2010-10-03 05:20:00+00,2,14,0,0,0
KBGM,2010-10-03 05:40:00+00,1,14,-6.67466,-7.00727,78.82798
KBGM,2010-10-03 05:40:00+00,2,14,0,0,0
KBUF,2010-10-03 05:40:00+00,1,14,0,0,0
KBUF,2010-10-03 05:40:00+00,2,14,0,0,0
KCCX,2010-10-03 05:40:00+00,1,14,-5.77234,-0.74363,15.17975
KCCX,2010-10-03 05:40:00+00,2,14,0,0,0
KDIX,2010-10-03 05:40:00+00,1,14,-7.01568,-6.01722,69.79261
KDIX,2010-10-03 05:40:00+00,2,14,0,0,0
KDOX,2010-10-03 05:40:00+00,1,14,-4.48346,-7.20095,3.11859
KDOX,2010-10-03 05:40:00+00,2,14,0,0,0
KLWX,2010-10-03 05:40:00+00,1,14,-6.80306,-10.07319,81.02037
KLWX,2010-10-03 05:40:00+00,2,14,0,0,0
KTYX,2010-10-03 05:40:00+00,1,14,-5.75929,-7.08654,9.39048
KTYX,2010-10-03 05:40:00+00,2,14,0,0,0
KCBW,2010-10-03 06:00:00+00,1,14,-8.40982,-4.37649,5.40327
KCBW,2010-10-03 06:00:00+00,2,14,0,0,0
KGYX,2010-10-03 06:00:00+00,1,14,-4.22736,-0.70785,62.80831
KGYX,2010-10-03 06:00:00+00,2,14,0,0,0
KBOX,2010-10-03 06:20:00+00,1,14,0,0,0
KBOX,2010-10-03 06:20:00+00,2,14,0,0,0
KCXX,2010-10-03 06:20:00+00,1,14,-6.25189,-6.59339,10.64791
KCXX,2010-10-03 06:20:00+00,2,14,0,0,0
KENX,2010-10-03 06:20:00+00,1,14,-3.54384,-5.20642,11.86676
KENX,2010-10-03 06:20:00+00,2,14,0,0,0
KOKX,2010-10-03 06:20:00+00,1,14,-6.41727,-3.48324,6.20878
KOKX,2010-10-03 06:20:00+00,2,14,0,0,0
KBGM,2010-10-03 06:40:00+00,1,14,-6.49703,-5.99855,43.16040
KBGM,2010-10-03 06:40:00+00,2,14,0,0,0
KBUF,2010-10-03 06:40:00+00,1,14,0,0,0
KBUF,2010-10-03 06:40:00+00,2,14,-3.47633,2.06867,29.14113
KCCX,2010-10-03 06:40:00+00,1,14,-6.49734,-1.04250,16.45003
KCCX,2010-10-03 06:40:00+00,2,14,0,0,0
KDIX,2010-10-03 06:40:00+00,1,14,-6.28640,-5.54458,29.48172
KDIX,2010-10-03 06:40:00+00,2,14,0,0,0
KDOX,2010-10-03 06:40:00+00,1,14,-4.74925,-6.98816,4.21408
KDOX,2010-10-03 06:40:00+00,2,14,0,0,0
KLWX,2010-10-03 06:40:00+00,1,14,-6.30731,-11.16375,59.29933
KLWX,2010-10-03 06:40:00+00,2,14,0,0,0
KTYX,2010-10-03 06:40:00+00,1,14,-6.71709,-6.20806,6.32466
KTYX,2010-10-03 06:40:00+00,2,14,0,0,0
KCBW,2010-10-03 07:00:00+00,1,14,-9.12969,-2.91031,3.89717
KCBW,2010-10-03 07:00:00+00,2,14,0,0,0
KBOX,2010-10-03 07:20:00+00,1,14,0,0,0
KBOX,2010-10-03 07:20:00+00,2,14,0,0,0
KCXX,2010-10-03 07:20:00+00,1,14,-4.93309,-7.85579,14.69377
KCXX,2010-10-03 07:20:00+00,2,14,0,0,0
KENX,2010-10-03 07:20:00+00,1,14,-2.65529,-5.58342,7.50498
KENX,2010-10-03 07:20:00+00,2,14,0,0,0
KGYX,2010-10-03 07:20:00+00,1,14,-4.61927,-0.28403,53.98510
KGYX,2010-10-03 07:20:00+00,2,14,0,0,0
KOKX,2010-10-03 07:20:00+00,1,14,-5.08262,-4.64090,1.26872
KOKX,2010-10-03 07:20:00+00,2,14,0,0,0
KBGM,2010-10-03 07:40:00+00,1,14,-4.05370,-7.46276,34.24509
KBGM,2010-10-03 07:40:00+00,2,14,0,0,0
KBUF,2010-10-03 07:40:00+00,1,14,0,0,0
KBUF,2010-10-03 07:40:00+00,2,14,-2.16931,2.45478,5.20296
KCCX,2010-10-03 07:40:00+00,1,14,-4.87606,-2.04906,7.22028
KCCX,2010-10-03 07:40:00+00,2,14,0,0,0
KDIX,2010-10-03 07:40:00+00,1,14,-4.51516,-6.13026,12.06876
KDIX,2010-10-03 07:40:00+00,2,14,0,0,0
KDOX,2010-10-03 07:40:00+00,1,14,-5.34099,-5.62955,4.16474
KDOX,2010-10-03 07:40:00+00,2,14,0,0,0
KLWX,2010-10-03 07:40:00+00,1,14,-6.02190,-10.10970,50.46362
KLWX,2010-10-03 07:40:00+00,2,14,0,0,0
KTYX,2010-10-03 07:40:00+00,1,14,-5.14030,-6.86362,5.48258
KTYX,2010-10-03 07:40:00+00,2,14,0,0,0
KCBW,2010-10-03 08:00:00+00,1,14,-7.87974,-3.60010,2.18279
KCBW,2010-10-03 08:00:00+00,2,14,0,0,0
KGYX,2010-10-03 08:00:00+00,1,14,-5.59206,-2.02378,40.72162
KGYX,2010-10-03 08:00:00+00,2,14,0,0,0
KBOX,2010-10-03 08:20:00+00,1,14,0,0,0
KBOX,2010-10-03 08:20:00+00,2,14,0,0,0
KCXX,2010-10-03 08:20:00+00,1,14,-5.51450,-7.50610,11.90563
KCXX,2010-10-03 08:20:00+00,2,14,0,0,0
KENX,2010-10-03 08:20:00+00,1,14,-2.94015,-5.24820,6.40614
KENX,2010-10-03 08:20:00+00,2,14,0,0,0
KOKX,2010-10-03 08:20:00+00,1,14,0,0,0
KOKX,2010-10-03 08:20:00+00,2,14,0,0,0
KTYX,2010-10-03 08:20:00+00,1,14,-5.32464,-6.02362,3.16870
KTYX,2010-10-03 08:20:00+00,2,14,0,0,0
KBGM,2010-10-03 08:40:00+00,1,14,-5.43787,-6.73332,21.98316
KBGM,2010-10-03 08:40:00+00,2,14,0,0,0
KBUF,2010-10-03 08:40:00+00,1,14,0,0,0
KBUF,2010-10-03 08:40:00+00,2,14,-1.50102,2.48486,1.34262
KCCX,2010-10-03 08:40:00+00,1,14,-4.44029,-2.11585,1.73302
KCCX,2010-10-03 08:40:00+00,2,14,0,0,0
KDIX,2010-10-03 08:40:00+00,1,14,-5.56092,-5.04794,3.45339
KDIX,2010-10-03 08:40:00+00,2,14,0,0,0
KDOX,2010-10-03 08:40:00+00,1,14,-6.88539,-7.22512,5.81759
KDOX,2010-10-03 08:40:00+00,2,14,0,0,0
KLWX,2010-10-03 08:40:00+00,1,14,-6.84709,-9.91976,40.37083
KLWX,2010-10-03 08:40:00+00,2,14,0,0,0
KCBW,2010-10-03 09:00:00+00,1,14,0,0,0
KCBW,2010-10-03 09:00:00+00,2,14,0,0,0
KBOX,2010-10-03 09:20:00+00,1,14,0,0,0
KBOX,2010-10-03 09:20:00+00,2,14,0,0,0
KCXX,2010-10-03 09:20:00+00,1,14,-5.46558,-6.27836,5.31278
KCXX,2010-10-03 09:20:00+00,2,14,0,0,0
KENX,2010-10-03 09:20:00+00,1,14,-4.09101,-5.39106,4.71077
KENX,2010-10-03 09:20:00+00,2,14,0,0,0
KGYX,2010-10-03 09:20:00+00,1,14,-8.00216,-2.47882,23.54877
KGYX,2010-10-03 09:20:00+00,2,14,0,0,0
KOKX,2010-10-03 09:20:00+00,1,14,0,0,0
KOKX,2010-10-03 09:20:00+00,2,14,0,0,0
KTYX,2010-10-03 09:20:00+00,1,14,-5.28665,-5.31512,1.51726
KTYX,2010-10-03 09:20:00+00,2,14,0,0,0
KBGM,2010-10-03 09:40:00+00,1,14,-4.99318,-6.44979,10.67189
KBGM,2010-10-03 09:40:00+00,2,14,0,0,0
KBUF,2010-10-03 09:40:00+00,1,14,0,0,0
KBUF,2010-10-03 09:40:00+00,2,14,-1.22017,3.09456,2.83168
KCCX,2010-10-03 09:40:00+00,1,14,0,0,0
KCCX,2010-10-03 09:40:00+00,2,14,0,0,0
KDIX,2010-10-03 09:40:00+00,1,14,0,0,0
KDIX,2010-10-03 09:40:00+00,2,14,0,0,0
KDOX,2010-10-03 09:40:00+00,1,14,-7.33324,-6.79959,2.09914
KDOX,2010-10-03 09:40:00+00,2,14,0,0,0
KLWX,2010-10-03 09:40:00+00,1,14,-7.22039,-9.71349,28.30893
KLWX,2010-10-03 09:40:00+00,2,14,0,0,0
KCBW,2010-10-03 10:00:00+00,1,14,0,0,0
KCBW,2010-10-03 10:00:00+00,2,14,0,0,0
KBOX,2010-10-03 10:20:00+00,1,14,0,0,0
KBOX,2010-10-03 10:20:00+00,2,14,0,0,0
KCXX,2010-10-03 10:20:00+00,1,14,0,0,0
KCXX,2010-10-03 10:20:00+00,2,14,0,0,0
KDIX,2010-10-03 10:20:00+00,1,14,0,0,0
KDIX,2010-10-03 10:20:00+00,2,14,0,0,0
KENX,2010-10-03 10:20:00+00,1,14,0,0,0
KENX,2010-10-03 10:20:00+00,2,14,0,0,0
KGYX,2010-10-03 10:20:00+00,1,14,0,0,0
KGYX,2010-10-03 10:20:00+00,2,14,0,0,0
KOKX,2010-10-03 10:20:00+00,1,14,0,0,0
KOKX,2010-10-03 10:20:00+00,2,14,0,0,0
KTYX,2010-10-03 10:20:00+00,1,14,0,0,0
KTYX,2010-10-03 10:20:00+00,2,14,0,0,0
KBGM,2010-10-03 10:40:00+00,1,14,0,0,0
KBGM,2010-10-03 10:40:00+00,2,14,0,0,0
KBUF,2010-10-03 10:40:00+00,1,14,0,0,0
KBUF,2010-10-03 10:40:00+00,2,14,0,0,0
KCCX,2010-10-03 10:40:00+00,1,14,0,0,0
KCCX,2010-10-03 10:40:00+00,2,14,0,0,0
KDOX,2010-10-03 10:40:00+00,1,14,0,0,0
KDOX,2010-10-03 10:40:00+00,2,14,0,0,0
KLWX,2010-10-03 10:40:00+00,1,14,0,0,0
KLWX,2010-10-03 10:40:00+00,2,14,0,0,0
KCBW,2010-10-03 22:00:00+00,1,14,0,0,0
KCBW,2010-10-03 22:00:00+00,2,14,0,0,0
KBOX,2010-10-03 22:20:00+00,1,14,0,0,0
KBOX,2010-10-03 22:20:00+00,2,14,0,0,0
KCXX,2010-10-03 22:20:00+00,1,14,0,0,0
KCXX,2010-10-03 22:20:00+00,2,14,0,0,0
KDIX,2010-10-03 22:20:00+00,1,14,0,0,0
KDIX,2010-10-03 22:20:00+00,2,14,0,0,0
KENX,2010-10-03 22:20:00+00,1,14,0,0,0
KENX,2010-10-03 22:20:00+00,2,14,0,0,0
KGYX,2010-10-03 22:20:00+00,1,14,0,0,0
KGYX,2010-10-03 22:20:00+00,2,14,0,0,0
KOKX,2010-10-03 22:20:00+00,1,14,0,0,0
KOKX,2010-10-03 22:20:00+00,2,14,0,0,0
KBUF,2010-10-03 22:40:00+00,1,14,0,0,0
KBUF,2010-10-03 22:40:00+00,2,14,0,0,0
KCCX,2010-10-03 22:40:00+00,1,14,0,0,0
KCCX,2010-10-03 22:40:00+00,2,14,0,0,0
KDOX,2010-10-03 22:40:00+00,1,14,0,0,0
KDOX,2010-10-03 22:40:00+00,2,14,0,0,0
KLWX,2010-10-03 22:40:00+00,1,14,0,0,0
KLWX,2010-10-03 22:40:00+00,2,14,0,0,0
KTYX,2010-10-03 22:40:00+00,1,14,0,0,0
KTYX,2010-10-03 22:40:00+00,2,14,0,0,0
KCBW,2010-10-03 23:00:00+00,1,14,-7.07663,-4.64894,18.01890
KCBW,2010-10-03 23:00:00+00,2,14,0,0,0
KGYX,2010-10-03 23:00:00+00,1,14,-5.18918,-4.94581,11.24799
KGYX,2010-10-03 23:00:00+00,2,14,0,0,0
KBGM,2010-10-03 23:20:00+00,1,14,-2.85701,-8.45316,7.82843
KBGM,2010-10-03 23:20:00+00,2,14,0,0,0
KBOX,2010-10-03 23:20:00+00,1,14,0,0,0
KBOX,2010-10-03 23:20:00+00,2,14,0,0,0
KCXX,2010-10-03 23:20:00+00,1,14,-4.31806,-8.08579,9.64011
KCXX,2010-10-03 23:20:00+00,2,14,0,0,0
KDIX,2010-10-03 23:20:00+00,1,14,0,0,0
KDIX,2010-10-03 23:20:00+00,2,14,0,0,0
KENX,2010-10-03 23:20:00+00,1,14,-2.08739,-4.98412,2.20080
KENX,2010-10-03 23:20:00+00,2,14,0,0,0
KOKX,2010-10-03 23:20:00+00,1,14,0,0,0
KOKX,2010-10-03 23:20:00+00,2,14,0,0,0
KBUF,2010-10-03 23:40:00+00,1,14,-3.24220,-5.46798,2.10536
KBUF,2010-10-03 23:40:00+00,2,14,0,0,0
KCCX,2010-10-03 23:40:00+00,1,14,0,0,0
KCCX,2010-10-03 23:40:00+00,2,14,0,0,0
KDOX,2010-10-03 23:40:00+00,1,14,0,0,0
KDOX,2010-10-03 23:40:00+00,2,14,0,0,0
KLWX,2010-10-03 23:40:00+00,1,14,0,0,0
KLWX,2010-10-03 23:40:00+00,2,14,0,0,0
KTYX,2010-10-03 23:40:00+00,1,14,-3.25179,-6.15493,3.71289
KTYX,2010-10-03 23:40:00+00,2,14,0,0,0
KCBW,2010-10-04 00:00:00+00,1,14,-8.41298,-3.65741,32.01455
KCBW,2010-10-04 00:00:00+00,2,14,0,0,0
KGYX,2010-10-04 00:00:00+00,1,14,-8.19264,-5.08292,45.44824
KGYX,2010-10-04 00:00:00+00,2,14,0,0,0
KBOX,2010-10-04 00:20:00+00,1,14,0,0,0
KBOX,2010-10-04 00:20:00+00,2,14,0,0,0
KCXX,2010-10-04 00:20:00+00,1,14,-5.94680,-7.93886,48.01725
KCXX,2010-10-04 00:20:00+00,2,14,-6.15533,-8.22161,1.41576
KDIX,2010-10-04 00:20:00+00,1,14,0,0,0
KDIX,2010-10-04 00:20:00+00,2,14,0,0,0
KENX,2010-10-04 00:20:00+00,1,14,-5.15836,-4.25580,20.90339
KENX,2010-10-04 00:20:00+00,2,14,0,0,0
KOKX,2010-10-04 00:20:00+00,1,14,0,0,0
KOKX,2010-10-04 00:20:00+00,2,14,0,0,0
KTYX,2010-10-04 00:20:00+00,1,14,-3.29517,-6.79555,10.06659
KTYX,2010-10-04 00:20:00+00,2,14,0,0,0
KBGM,2010-10-04 00:40:00+00,1,14,-3.06568,-7.66408,14.26768
KBGM,2010-10-04 00:40:00+00,2,14,0,0,0
KBUF,2010-10-04 00:40:00+00,1,14,-4.91391,-6.10833,22.42134
KBUF,2010-10-04 00:40:00+00,2,14,0,0,0
KCCX,2010-10-04 00:40:00+00,1,14,-3.42608,-2.26376,9.32562
KCCX,2010-10-04 00:40:00+00,2,14,0,0,0
KDOX,2010-10-04 00:40:00+00,1,14,-0.25003,-1.82187,2.69387
KDOX,2010-10-04 00:40:00+00,2,14,-0.50050,-6.82711,8.76591
KLWX,2010-10-04 00:40:00+00,1,14,-1.65875,-2.60187,10.30656
KLWX,2010-10-04 00:40:00+00,2,14,0,0,0
KCBW,2010-10-04 01:00:00+00,1,14,-7.91393,-3.18151,34.91368
KCBW,2010-10-04 01:00:00+00,2,14,0,0,0
KGYX,2010-10-04 01:00:00+00,1,14,-9.83969,-5.19569,75.37363
KGYX,2010-10-04 01:00:00+00,2,14,0,0,0
KBOX,2010-10-04 01:20:00+00,1,14,0,0,0
KBOX,2010-10-04 01:20:00+00,2,14,0,0,0
KCXX,2010-10-04 01:20:00+00,1,14,-3.49546,-6.29749,72.00636
KCXX,2010-10-04 01:20:00+00,2,14,-4.80619,-6.54154,2.28589
KDIX,2010-10-04 01:20:00+00,1,14,0,0,0
KDIX,2010-10-04 01:20:00+00,2,14,0,0,0
KENX,2010-10-04 01:20:00+00,1,14,-3.01494,-6.92741,28.61658
KENX,2010-10-04 01:20:00+00,2,14,0,0,0
KOKX,2010-10-04 01:20:00+00,1,14,0,0,0
KOKX,2010-10-04 01:20:00+00,2,14,0,0,0
KTYX,2010-10-04 01:20:00+00,1,14,-0.92169,-8.46985,16.34118
KTYX,2010-10-04 01:20:00+00,2,14,0,0,0
KBGM,2010-10-04 01:40:00+00,1,14,-1.72751,-10.23996,29.97588
KBGM,2010-10-04 01:40:00+00,2,14,0,0,0
KBUF,2010-10-04 01:40:00+00,1,14,-2.81379,-6.98854,46.78301
KBUF,2010-10-04 01:40:00+00,2,14,0,0,0
KCCX,2010-10-04 01:40:00+00,1,14,-3.15859,-5.47327,20.15157
KCCX,2010-10-04 01:40:00+00,2,14,0,0,0
KDOX,2010-10-04 01:40:00+00,1,14,0,0,0
KDOX,2010-10-04 01:40:00+00,2,14,-2.60495,-9.95384,15.13969
KLWX,2010-10-04 01:40:00+00,1,14,-2.99701,-4.06489,26.84217
KLWX,2010-10-04 01:40:00+00,2,14,0,0,0
KCBW,2010-10-04 02:00:00+00,1,14,-5.11221,-3.31089,27.46568
KCBW,2010-10-04 02:00:00+00,2,14,-11.23221,-3.25460,1.45245
KGYX,2010-10-04 02:00:00+00,1,14,-7.20276,-5.09051,67.89496
KGYX,2010-10-04 02:00:00+00,2,14,0,0,0
KBOX,2010-10-04 02:20:00+00,1,14,0,0,0
KBOX,2010-10-04 02:20:00+00,2,14,0,0,0
KCXX,2010-10-04 02:20:00+00,1,14,-4.20949,-4.92611,80.62276
KCXX,2010-10-04 02:20:00+00,2,14,-5.59943,-6.07387,3.89202
KDIX,2010-10-04 02:20:00+00,1,14,0,0,0
KDIX,2010-10-04 02:20:00+00,2,14,0,0,0
KDOX,2010-10-04 02:20:00+00,1,14,0,0,0
KDOX,2010-10-04 02:20:00+00,2,14,0,0,0
KENX,2010-10-04 02:20:00+00,1,14,-5.34344,-3.08745,33.27633
KENX,2010-10-04 02:20:00+00,2,14,0,0,0
KOKX,2010-10-04 02:20:00+00,1,14,0,0,0
KOKX,2010-10-04 02:20:00+00,2,14,0,0,0
KTYX,2010-10-04 02:20:00+00,1,14,-0.61735,-9.01354,28.10999
KTYX,2010-10-04 02:20:00+00,2,14,0,0,0
KBGM,2010-10-04 02:40:00+00,1,14,-2.95622,-6.28584,47.14006
KBGM,2010-10-04 02:40:00+00,2,14,0,0,0
KBUF,2010-10-04 02:40:00+00,1,14,-2.69149,-6.71316,36.84443
KBUF,2010-10-04 02:40:00+00,2,14,0,0,0
KCCX,2010-10-04 02:40:00+00,1,14,-4.07552,-6.03046,36.00854
KCCX,2010-10-04 02:40:00+00,2,14,0,0,0
KLWX,2010-10-04 02:40:00+00,1,14,-2.18960,-4.86347,203.84096
KLWX,2010-10-04 02:40:00+00,2,14,-6.09142,-3.28945,296.36308
KCBW,2010-10-04 03:00:00+00,1,14,-5.71497,-3.30476,36.56567
KCBW,2010-10-04 03:00:00+00,2,14,0,0,0
KGYX,2010-10-04 03:00:00+00,1,14,-7.19583,-3.95458,75.84786
KGYX,2010-10-04 03:00:00+00,2,14,0,0,0
KBOX,2010-10-04 03:20:00+00,1,14,0,0,0
KBOX,2010-10-04 03:20:00+00,2,14,0,0,0
KCXX,2010-10-04 03:20:00+00,1,14,-4.76046,-3.97471,90.87946
KCXX,2010-10-04 03:20:00+00,2,14,-6.14406,-5.68582,4.87232
KDIX,2010-10-04 03:20:00+00,1,14,0,0,0
KDIX,2010-10-04 03:20:00+00,2,14,0,0,0
KENX,2010-10-04 03:20:00+00,1,14,-4.56053,-3.23834,23.67952
KENX,2010-10-04 03:20:00+00,2,14,0,0,0
KOKX,2010-10-04 03:20:00+00,1,14,0,0,0
KOKX,2010-10-04 03:20:00+00,2,14,0,0,0
KBGM,2010-10-04 03:40:00+00,1,14,-2.48578,-3.45379,15.23474
KBGM,2010-10-04 03:40:00+00,2,14,0,0,0
KBUF,2010-10-04 03:40:00+00,1,14,-3.83906,-5.49716,22.62136
KBUF,2010-10-04 03:40:00+00,2,14,0,0,0
KCCX,2010-10-04 03:40:00+00,1,14,-4.63103,-6.82241,46.10843
KCCX,2010-10-04 03:40:00+00,2,14,0,0,0
KDOX,2010-10-04 03:40:00+00,1,14,0,0,0
KDOX,2010-10-04 03:40:00+00,2,14,-2.49485,-7.41653,1.39847
KLWX,2010-10-04 03:40:00+00,1,14,-0.91578,-6.52374,196.10492
KLWX,2010-10-04 03:40:00+00,2,14,-5.71237,-2.38722,197.30351
KTYX,2010-10-04 03:40:00+00,1,14,-1.35661,-6.91997,9.55740
KTYX,2010-10-04 03:40:00+00,2,14,0,0,0
KCBW,2010-10-04 04:00:00+00,1,14,-6.44964,-2.95765,46.73447
KCBW,2010-10-04 04:00:00+00,2,14,0,0,0
KGYX,2010-10-04 04:00:00+00,1,14,-8.59569,-2.15168,95.48940
KGYX,2010-10-04 04:00:00+00,2,14,0,0,0
KBOX,2010-10-04 04:20:00+00,1,14,0,0,0
KBOX,2010-10-04 04:20:00+00,2,14,0,0,0
KCXX,2010-10-04 04:20:00+00,1,14,-4.89231,-2.84986,46.61813
KCXX,2010-10-04 04:20:00+00,2,14,-6.29439,-5.12926,3.16009
KDIX,2010-10-04 04:20:00+00,1,14,-1.95679,-4.48388,1.20650
KDIX,2010-10-04 04:20:00+00,2,14,-6.77163,-8.90253,2.72943
KDOX,2010-10-04 04:20:00+00,1,14,0,0,0
KDOX,2010-10-04 04:20:00+00,2,14,-5.75616,-5.66044,2.29235
KENX,2010-10-04 04:20:00+00,1,14,-5.70156,-4.38299,29.62329
KENX,2010-10-04 04:20:00+00,2,14,0,0,0
KOKX,2010-10-04 04:20:00+00,1,14,0,0,0
KOKX,2010-10-04 04:20:00+00,2,14,0,0,0
KBGM,2010-10-04 04:40:00+00,1,14,-4.03970,-2.99226,22.64515
KBGM,2010-10-04 04:40:00+00,2,14,0,0,0
KBUF,2010-10-04 04:40:00+00,1,14,-6.31554,-3.82623,16.94645
KBUF,2010-10-04 04:40:00+00,2,14,0,0,0
KCCX,2010-10-04 04:40:00+00,1,14,-6.36538,-3.05856,21.27174
KCCX,2010-10-04 04:40:00+00,2,14,0,0,0
KLWX,2010-10-04 04:40:00+00,1,14,3.05344,-5.35629,15.05214
KLWX,2010-10-04 04:40:00+00,2,14,-3.93072,-0.82795,34.18356
KTYX,2010-10-04 04:40:00+00,1,14,-3.28913,-3.36932,3.26444
KTYX,2010-10-04 04:40:00+00,2,14,0,0,0
KCBW,2010-10-04 05:00:00+00,1,14,-6.46060,-4.52706,36.09954
KCBW,2010-10-04 05:00:00+00,2,14,0,0,0
KGYX,2010-10-04 05:00:00+00,1,14,-9.02266,-4.73791,127.35876
KGYX,2010-10-04 05:00:00+00,2,14,0,0,0
KBOX,2010-10-04 05:20:00+00,1,14,0,0,0
KBOX,2010-10-04 05:20:00+00,2,14,0,0,0
KCXX,2010-10-04 05:20:00+00,1,14,-5.08899,-5.20914,61.38176
KCXX,2010-10-04 05:20:00+00,2,14,-5.48871,-5.79285,1.27910
KDIX,2010-10-04 05:20:00+00,1,14,0,0,0
KDIX,2010-10-04 05:20:00+00,2,14,0,0,0
KENX,2010-10-04 05:20:00+00,1,14,-5.44624,-2.71006,11.37902
KENX,2010-10-04 05:20:00+00,2,14,0,0,0
KOKX,2010-10-04 05:20:00+00,1,14,0,0,0
KOKX,2010-10-04 05:20:00+00,2,14,-4.79531,-3.12570,67.06300
KBGM,2010-10-04 05:40:00+00,1,14,-3.42018,-0.26011,3.76647
KBGM,2010-10-04 05:40:00+00,2,14,0,0,0
KBUF,2010-10-04 05:40:00+00,1,14,-5.64214,-3.45004,11.99174
KBUF,2010-10-04 05:40:00+00,2,14,0,0,0
KCCX,2010-10-04 05:40:00+00,1,14,-4.87678,-2.34103,5.00351
KCCX,2010-10-04 05:40:00+00,2,14,0,0,0
KDOX,2010-10-04 05:40:00+00,1,14,0,0,0
KDOX,2010-10-04 05:40:00+00,2,14,-4.60249,-5.27915,10.70486
KLWX,2010-10-04 05:40:00+00,1,14,1.62477,-5.39655,2.81111
KLWX,2010-10-04 05:40:00+00,2,14,-3.21076,-2.06806,4.16536
KTYX,2010-10-04 05:40:00+00,1,14,-2.60740,-3.45854,3.54670
KTYX,2010-10-04 05:40:00+00,2,14,0,0,0
KCBW,2010-10-04 06:00:00+00,1,14,-6.75401,-3.14884,11.11991
KCBW,2010-10-04 06:00:00+00,2,14,0,0,0
KGYX,2010-10-04 06:00:00+00,1,14,-8.93360,-5.08752,84.30118
KGYX,2010-10-04 06:00:00+00,2,14,0,0,0
KBGM,2010-10-04 06:20:00+00,1,14,-3.22861,0.00110,2.41149
KBGM,2010-10-04 06:20:00+00,2,14,-2.57137,-2.71985,6.11057
KBOX,2010-10-04 06:20:00+00,1,14,0,0,0
KBOX,2010-10-04 06:20:00+00,2,14,-3.39893,-3.76775,5.10080
KCXX,2010-10-04 06:20:00+00,1,14,-3.91242,-4.81574,20.12963
KCXX,2010-10-04 06:20:00+00,2,14,-5.30710,-6.99106,2.33554
KDIX,2010-10-04 06:20:00+00,1,14,-2.05255,-4.64696,52.79189
KDIX,2010-10-04 06:20:00+00,2,14,-3.60255,-3.71038,97.29314
KENX,2010-10-04 06:20:00+00,1,14,-3.96621,-1.72845,2.21695
KENX,2010-10-04 06:20:00+00,2,14,0,0,0
KOKX,2010-10-04 06:20:00+00,1,14,0,0,0
KOKX,2010-10-04 06:20:00+00,2,14,-4.70790,-1.84606,3.41380
KTYX,2010-10-04 06:20:00+00,1,14,-3.04709,-1.65554,7.17943
